--------------------------------------------------
dataset: ZINC
device: 0
downsample: False
handtune: 
model:
  embs: (0, 1, 2)
  embs_combine_mode: concat
  gnn_type: GCNConv
  hidden_size: 128
  hops_dim: 16
  mini_layers: 1
  mlp_layers: 1
  num_layers: 6
  pool: add
  residual: True
  use_normal_gnn: False
  virtual_node: False
num_workers: 8
sampling:
  batch_factor: 1
  mode: None
  random_rate: 0.5
  redundancy: 0
  stride: 2
seed: None
subgraph:
  hops: 1
  online: True
  walk_length: 0
  walk_p: 1.0
  walk_q: 1.0
  walk_repeat: 5
task: -1
train:
  batch_size: 128
  dropout: 0.0
  epochs: 100
  lr: 0.001
  lr_decay: 0.5
  lr_patience: 50
  runs: 1
  wd: 0.0
version: final
--------------------------------------------------
Time: 2023/01/08 - 02:45
T[-1] GNN[GCNConv] L[6] Mini[1] Emb[(0, 1, 2)-concat-1] H[128] HopsEmb[16] Pool[add] VN[False] WithOri[False] Hops[1] WalkL[0] p[1.0] q[1.0] Smp[None] MR[0] Reg[0.0-0.0] Seed[None] GPU[0]
Epoch: 001, Train Loss: 0.6178, Val: -0.6307, Test: -0.6717, Seconds: 8.0207, Memory Peak: 475 MB allocated, 552 MB reserved.
Epoch: 085, Train Loss: 0.2386, Val: -0.4628, Test: -0.2553, Seconds: 7.2371, Memory Peak: 487 MB allocated, 578 MB reserved.
Epoch: 086, Train Loss: 0.2243, Val: -0.3225, Test: -0.2553, Seconds: 6.9876, Memory Peak: 487 MB allocated, 578 MB reserved.
Epoch: 087, Train Loss: 0.2259, Val: -0.2902, Test: -0.2553, Seconds: 7.0953, Memory Peak: 487 MB allocated, 578 MB reserved.
Epoch: 088, Train Loss: 0.2197, Val: -0.2964, Test: -0.2553, Seconds: 7.0227, Memory Peak: 487 MB allocated, 578 MB reserved.
Epoch: 089, Train Loss: 0.2208, Val: -0.3127, Test: -0.2553, Seconds: 6.9510, Memory Peak: 487 MB allocated, 578 MB reserved.
Epoch: 090, Train Loss: 0.2195, Val: -0.2819, Test: -0.2553, Seconds: 7.0335, Memory Peak: 487 MB allocated, 578 MB reserved.
Epoch: 091, Train Loss: 0.2274, Val: -0.3046, Test: -0.2553, Seconds: 7.2294, Memory Peak: 487 MB allocated, 578 MB reserved.
Epoch: 092, Train Loss: 0.2174, Val: -0.2607, Test: -0.2527, Seconds: 7.8282, Memory Peak: 487 MB allocated, 578 MB reserved.
Epoch: 093, Train Loss: 0.2282, Val: -0.2962, Test: -0.2527, Seconds: 7.0918, Memory Peak: 487 MB allocated, 578 MB reserved.
Epoch: 094, Train Loss: 0.2186, Val: -0.2855, Test: -0.2527, Seconds: 7.1628, Memory Peak: 487 MB allocated, 578 MB reserved.
Epoch: 095, Train Loss: 0.2171, Val: -0.2728, Test: -0.2527, Seconds: 7.2108, Memory Peak: 487 MB allocated, 578 MB reserved.
Epoch: 096, Train Loss: 0.2344, Val: -0.2878, Test: -0.2527, Seconds: 7.1014, Memory Peak: 487 MB allocated, 578 MB reserved.
Epoch: 097, Train Loss: 0.2237, Val: -0.3841, Test: -0.2527, Seconds: 7.0003, Memory Peak: 487 MB allocated, 578 MB reserved.
Epoch: 098, Train Loss: 0.2195, Val: -0.3022, Test: -0.2527, Seconds: 7.1026, Memory Peak: 487 MB allocated, 578 MB reserved.
Epoch: 099, Train Loss: 0.2238, Val: -0.2615, Test: -0.2527, Seconds: 7.0253, Memory Peak: 487 MB allocated, 578 MB reserved.
Epoch: 100, Train Loss: 0.2165, Val: -0.2645, Test: -0.2527, Seconds: 7.0403, Memory Peak: 487 MB allocated, 578 MB reserved.
Run 1, Vali: -0.2606816806793213, Test: -0.25267628288269045, Seconds/epoch: 7.209814114570618, Memory Peak: 487 MB allocated, 578 MB reserved.
Final Vali: -0.2607 ± nan, Final Test: -0.2527 ± nan,Seconds/epoch: 7.209814114570618, Memory Peak: 487 MB allocated, 578 MB reserved.
